[Info][OPS.OBF][Setup] Active Editor Platform: WindowsEditorPlatform
[Info][OPS.OBF][Setup] Active Build Platform: DefaultBuildPlatform
[Info][OPS.OBF][Setup] Load Project
[Debug][OPS.OBF][Setup] Load DataContainer
[Debug][OPS.OBF][Setup] Load Obfuscator Settings
[Debug][OPS.OBF][Setup] Load Pipeline Components
[Debug][OPS.OBF][Setup] Found Components (3):
  - Analyse Unity Animation Methods ()
  - Analyse Unity Event Component (Analyse Unity Components for UnityEvents. Skip the attached method names.)
  - Analyse MonoScript ()

[Debug][OPS.OBF][Setup] Load Pipeline
[Debug][OPS.OBF][Setup] Load Asset Cache
[Debug][OPS.OBF][Setup] Found Extensions (8):
  - .fbx
  - .dae
  - .3ds
  - .dxf
  - .obj
  - .skp
  - .anim
  - .prefab

[Info][OPS.OBF][OnPreBuild] Process component Analyse Unity Animation Methods
[Info][OPS.OBF][OnPreBuild] Process component Analyse Unity Event Component
[Info][OPS.OBF][OnPreBuild] Process component Analyse MonoScript
[Info][OPS.OBF][OnAnalyse_Assets] Process component Analyse Unity Animation Methods
[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/PopAnimanim.anim (1):
  - AfterPop

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Packages/com.unity.timeline/Editor/StyleSheets/res/HumanoidDefault.anim (0):

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/DevilAnim.anim (1):
  - WingSound

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/PetAnim.anim (0):

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/PlayerAnim.anim (0):

[Info][OPS.OBF][OnProcess_Assets] Process component Analyse Unity Animation Methods
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Iterate components in loaded build scene Assets/04.Scenes/MainScene.unity.
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Found 6 Root GameObjects in Scene Assets/04.Scenes/MainScene.unity
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Found 1523 Components in Scene Assets/04.Scenes/MainScene.unity
[Info][OPS.OBF][OnAnalyse_Component_Scenes] Process component Analyse Unity Event Component
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Map of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Map of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Walls of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Wall of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Wall of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Wall of type UnityEngine.BoxCollider2D
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidHelperFragment/<>c__DisplayClass6_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidHelperFragment/<>c__DisplayClass7_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidHelperFragment/<>c__DisplayClass9_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidHelperFragment/<>c__DisplayClass10_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidHelperFragment] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidJavaConverter] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/AdvertisingConnectionLifecycleCallbackProxy] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/PayloadCallback] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/DiscoveringConnectionLifecycleCallback] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/EndpointDiscoveryCallback] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/OnGameThreadMessageListener/<>c__DisplayClass2_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/OnGameThreadMessageListener/<>c__DisplayClass3_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/OnGameThreadMessageListener] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/OnGameThreadDiscoveryListener/<>c__DisplayClass2_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/OnGameThreadDiscoveryListener/<>c__DisplayClass3_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/OnGameThreadDiscoveryListener] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/<>c__DisplayClass11_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/<>c__DisplayClass18_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/<>c__DisplayClass31_0`1] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/<>c__DisplayClass31_1`1] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/<>c__DisplayClass32_0`2] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient/<>c__DisplayClass32_1`2] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidNearbyConnectionClient] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSavedGameClient/AndroidConflictResolver] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSavedGameClient/<>c__DisplayClass4_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSavedGameClient/<>c__DisplayClass6_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSavedGameClient/<>c__DisplayClass9_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSavedGameClient/<>c__DisplayClass10_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSavedGameClient/<>c__DisplayClass12_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSavedGameClient/<>c__DisplayClass13_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSavedGameClient/<>c__DisplayClass13_1] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSavedGameClient/<>c__DisplayClass17_0`2] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSavedGameClient/<>c__DisplayClass17_1`2] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSavedGameClient] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidSnapshotMetadata] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTaskUtils/TaskOnCompleteProxy`1] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTaskUtils/TaskOnSuccessProxy`1] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTaskUtils/TaskOnFailedProxy] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTaskUtils] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTokenClient/ResultCallbackProxy] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTokenClient/<>c] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTokenClient/<>c__DisplayClass24_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTokenClient/<>c__DisplayClass25_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTokenClient/<>c__DisplayClass27_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTokenClient/<>c__DisplayClass29_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTokenClient/<>c__DisplayClass30_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidTokenClient] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidVideoClient/OnCaptureOverlayStateListenerProxy/<>c__DisplayClass2_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidVideoClient/OnCaptureOverlayStateListenerProxy] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidVideoClient/<>c__DisplayClass4_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidVideoClient/<>c__DisplayClass6_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidVideoClient/<>c__DisplayClass7_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidVideoClient/<>c__DisplayClass12_0`2] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidVideoClient/<>c__DisplayClass12_1`2] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.Android.AndroidVideoClient] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.OurUtils.Logger/<>c__DisplayClass8_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.OurUtils.Logger/<>c__DisplayClass9_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.OurUtils.Logger/<>c__DisplayClass10_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.OurUtils.Logger/<>c] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.OurUtils.Logger] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.OurUtils.Misc] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.OurUtils.NearbyHelperObject] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.OurUtils.PlatformUtils] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.OurUtils.PlayGamesHelperObject/<>c__DisplayClass10_0] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.OurUtils.PlayGamesHelperObject] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Achievement] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.CommonStatusCodes] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.DataSource] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardStart] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardTimeSpan] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardCollection] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.LoadFriendsStatus] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.VideoCaptureMode] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.VideoQualityLevel] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.VideoCaptureOverlayState] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Gravity] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.CommonTypesUtil] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.DummyClient] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.IPlayGamesClient] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardScoreData] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Player] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.PlayerProfile] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.PlayerStats] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.PlayGamesClientConfiguration/Builder] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.PlayGamesClientConfiguration] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.ScorePageDirection] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.ScorePageToken] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SignInHelper] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SignInInteractivity] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SignInStatus] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Video.CaptureOverlayStateListener] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Video.IVideoClient] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Video.VideoCapabilities/<>c] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Video.VideoCapabilities] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Video.VideoCaptureState] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SavedGame.ConflictResolutionStrategy] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SavedGame.SavedGameRequestStatus] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SavedGame.SelectUIStatus] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SavedGame.ConflictCallback] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SavedGame.ISavedGameClient] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SavedGame.IConflictResolver] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SavedGame.ISavedGameMetadata] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SavedGame.SavedGameMetadataUpdate/Builder] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.SavedGame.SavedGameMetadataUpdate] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Nearby.AdvertisingResult] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Nearby.ConnectionRequest] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Nearby.ConnectionResponse/Status] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Nearby.ConnectionResponse] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Nearby.DummyNearbyConnectionClient] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Nearby.EndpointDetails] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Nearby.INearbyConnectionClient] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Nearby.IMessageListener] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Nearby.IDiscoveryListener] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Nearby.InitializationStatus] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Nearby.NearbyConnectionConfiguration] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Events.Event] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Events.EventVisibility] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Events.IEvent] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Types Namespace [[Assembly-CSharp] GooglePlayGames.BasicApi.Events.IEventsClient] Obfuscator Free is used.
[Info][OPS.OBF][OnAnalyse_Assemblies] Process component Class - Obfuscation
[Info][OPS.OBF][OnAnalyse_Assemblies] [Assembly-CSharp] Analyse Member...
[Info][OPS.OBF][OnAnalyse_Assemblies] [Assembly-CSharp] Find MemberReferences...
[Info][OPS.OBF][OnAnalyse_Assemblies] [Assembly-CSharp] Analyse Type References in Module...
[Info][OPS.OBF][OnAnalyse_Assemblies] [Assembly-CSharp] Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] BaseButton]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] BlackHeart]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] CharacterIContent]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] CreateRandomPos]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] EnemyToward]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] Loading]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] RankInfo]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] FirebaseManager/<>c__DisplayClass17_0]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] FirebaseManager/<>c]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] FirebaseManager/<>c__DisplayClass22_0]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] FirebaseManager/<>c__DisplayClass23_0]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] FirebaseManager/<>c__DisplayClass30_0]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] FirebaseManager/<>c__DisplayClass31_0]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] FirebaseManager/<>c__DisplayClass32_0]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] FirebaseManager/<>c__DisplayClass34_0]  Analyse Type References in Custom Attribute References...
[Info][OPS.OBF][OnAnalyse_Assemblies] [[Assembly-CSharp] FirebaseManager/<>c__DisplayClass44_0]  Analyse Type References in Custom Attribute References...
